Select,Quiz,Answer,Yomi
"@","脳を覆う髄膜のうち硬膜と軟膜の中間に位置する膜を、その入り組んだ様子がある生物の巣に似ていることから「何膜」というでしょう？","くも膜","くも膜@","上に目玉焼きを乗せて食べるのが一般的な、ひき肉にパプリカやバジルを加えて炒め、ご飯と一緒に盛り付けた、タイの定番料理を「何ライス」というでしょう？","ガパオライス","がぱお"
"@","官公庁や企業などにおいて、勤続年数や年齢に応じて地位や賃金が上がる制度・慣習を、漢字4文字で何というでしょう？","年功序列","ねんこうじょれつ"
"@","慣用句で、反論や弁解が一言もできないことを、息が詰まったときに出る声を指す表現を用いて「何も出ない」というでしょう？","ぐうの根も出ない","ぐうのね"
"@","競泳の4種類の泳法で、クイックターンを行うことが禁止されている2泳法とは、平泳ぎと何でしょう？","バタフライ","ばたふらい"
"@","イングランドの「聖ジョージ旗」、スコットランドの「聖アンドルー旗」、アイルランドの「聖バトリック旗」の3種類の旗を組み合わせたデザインである、イギリスの国旗のことを英語で何というでしょう？","ユニオンジャック","ゆにおんじゃっく"
"@","小倉誠司、尼川元気、阪井一誠、山村隆太の4人からなる、「花になれ」「君に届け」「証」などのヒット曲がある日本のロックバンドは何でしょう？","flumpool","ふらんぷーる"
"@","英語で「千年期の」を意味する形容詞を用いた表現で主に2000年から2010年ごろに成人を迎えた世代のことを「何世代」とよぶでしょう？","ミレニアル世代","みれにある"
"@","契約書などの作成時に、内容の訂正が必要になった場合に備えて、あらかじめ欄外に押しておく印を一般に何というでしょう？","捨印","すていん"
"@","出光興産のガソリンスタンドで見られる、風に神をなびかせた人の横顔を描いたマークを、そのモデルになったギリシャ・ローマ神話の神の名前から「何マーク」というでしょう？","アポロマーク","あぽろまーく"
"@","1947年に施行された、正式名称を「私的独占の禁止及び公正取引の確保に関する法律」という法律を、漢字5文字の一般的な略称で「何法」とよぶでしょう？","独占禁止法","どくせんきんし"
"@","2006年にトリノオリンピックで日本選手唯一のメダルを獲得し、それがオリンピックのフィギュアスケートにおける日本選手初の金メダルでもあった元選手は誰でしょう？","荒川静香","あらかわしずか"
"@","タレントの田中義剛が代表取締役を務め、ホエー豚や生キャラメルなどの人気商品を製造している、北海道中札内村にある牧場は何牧場でしょう？","花畑牧場","はなばたけ"
"@","学名を「Macaca fuscata」という、下北半島が生息域の北限であり、世界で最も北まで分布するサルは何でしょう？","ニホンザル","にほんざる"
"@","直径が太陽の約700倍ある赤色超巨星であり、「酒酔い星」「赤星」といった別名がある、さそり座のα星のことを、ギリシャ語に由来する固有名で何というでしょう？","アンタレス","あんたれす"
"@","グリム童話「ブレーメンの音楽隊」で、泥棒を撃退する際に4匹の動物の最も下になった動物は何でしょう？","ロバ","ろば"
"@","1993年に開幕した日本プロサッカーリーグのことを、アルファベット1文字を使った通称で「何リーグ」というでしょう？","Jリーグ","J"
"@","女性用の着物で、着丈を調整するために余った布を腰の辺りでたくし上げて折り返した部分を何というでしょう？","おはしょり","おはしょり"
"@","インドリ科、キツネザル科、アイアイ科などの島固有の原始的なサルが生息する、インド洋に浮かぶ世界で4番目に大きい島はどこでしょう？","マダガスカル島","まだがすかる"
"@","1982年、フォクランド諸島の領有権をめぐってアルゼンチンと戦争した国はどこでしょう？","イギリス","いぎりす"
"@","キューバ危機後に設置されたホワイトハウス-クレムリン間のものが有名な2ヶ国間の政府首脳が非常時などに用いる直通電話回線のことを英語で何というでしょう？","ホットライン","ほっとらいん"
"@","視力の補正や遮光を目的とせず、ファッションとしてかける、度の入っていないメガネのことを俗に何メガネというでしょう？","伊達メガネ","だて"
"@","「夏も近づく八十八夜」という歌い出しで始まる、初夏の光景を描いた日本の文部省唱歌は何でしょう？","茶摘み","ちゃつみ"
"@","松尾芭蕉が「おくのほそ道」の中で「五月雨を集めて早し」と詠んでいる東北地方の川は何でしょう？","最上川","もがみ"
"@","リヨンの国際空港には彼の名が冠されている、「何方郵便機」「夜間飛行」「星の王子さま」などの作品で知られる、フランス出身の作家は誰でしょう？","アントワーヌ・ド・サン=テグジュペリ","てぐじゅぺり"
"@","漢字では「漣」「小波」「細波」などと書かれる、波打ち際に細かく打ち寄せる波のことを何というでしょう？","さざなみ","さざなみ"
"@","国立大学も広義のこれにあたる、日本で政府の仕事を分離・独立させて、効率的に運営するために設立されて法人を「何法人」というでしょう？","独立行政法人","どくりつぎょうせい"
"@","2006年に上野樹里主演で実写ドラマ化され、翌年にはアニメ化もされた、ピアノを学ぶ音大生・野田恵を主人公とする二ノ宮知子原作の漫画作品は何でしょう？","のだめカンタービレ","のだめかんたーびれ"
"@","ＪＲの車両用途記号で「グリーン車」は原則共通して漬けられるカタカナ1文字は何でしょう？","ロバろ"
"@","童謡「サッちゃん」の歌詞で、サッちゃんの本名は何だと歌われているでしょう？","サチコ","さちこ"
"@","グラビアアイドルとしても活躍し「役満ボディ」の異名を持ち、2022年と2024年には「女流プロ麻雀日本シリーズ」で優勝した、MリーグではKADOKAWAサクラナイツに所属するプロ雀士は誰でしょう？","岡田紗佳","おかださやか"
"@","目潰しと噛みつきの2つのみが禁止事項となっていた、かつて古代ギリシャで行われていた格闘技を「すべて」と「力」を意味するギリシャ語の合成語で何というでしょう？","パンクラチオン","ぱんくらちおん"
"@","1972年にシングル「せんせい」でデビューした、代表曲に「哀しみ本線 日本海」や「越冬つばめ」がある、かつて山口百恵、桜田敦子とともに「花の中三トリオ」とよばれた歌手は誰でしょう？","森昌子","もりまさこ"
"@","作詞・作曲する際には「さくらなな」というペンネームを用いる、「祝い酒」「夜桜お七」「また君に恋してる」などの代表曲がある演歌歌手は誰でしょう？","坂本冬美","さかもとふゆみ"
"@","2025年3月に東根室駅が廃止されたことで現在日本の最東端の駅となっている、JR北海道の駅は「何駅」でしょう？","根室駅","ねむろ"
"@","1974年から「週刊少年サンデー」に連載され、少年漫画では初めてのゴルフ漫画といわれる賭けゴルフを生業とする猿谷猿丸がプロテストに合格するまでを描いた藤子不二雄Aの作品は何でしょう？","プロゴルファー猿","ぷろごるふぁーさる"
"@","2001年に発売され、ポルノグラフィティーのシングルとしては「サウダージ」に次ぐ売り上げ枚数を記録した、「ヒラリヒラリと舞い遊ぶように」という歌い出しで始まる同バンドの代表曲は何でしょう？","アゲハ蝶","あげはちょう"
"@","日本の刑法で、唯一その量刑が死刑のみと定められている、外国と結託して日本に対して武力を行使する犯罪を何罪というでしょう？","外患誘致罪","がいかんゆうちざい"
"@","細長い体形がある武器のようにも見えるからとも、立って泳ぐことからその名前が付けられたともいわれる、漢字では「太刀魚」と書く魚は何でしょう？","タチウオ","たちうお"
"@","「高校生クイズ何問目？」「学校の先生と漫才グランプリ」「学校かくれんぼ」などのコーナーがあり、芸人のチョコレートプラネット・霜降り明星・ハナコがレギュラーメンバーを務めるフジテレビ系列のバラエティ番組は何でしょう？","新しいカギ","あたらしいかぎ"
"@","チェスでつかわれる「Elo」が有名な、対戦結果によって実力に応じた値を算出する方法を、「格付け」といった意味がある英語で何とよぶでしょう？","レーティング","れーてぃんぐ"
"@","1973年にサクラクレパスが発売した、軸そのものが芯になっているプラスチック色鉛筆を「何ペンシル」というでしょう？","クーピーペンシル","くーぴー"
"@","日本では俗に合板そのもののことを指しても使われる、合板の板材で各層を構成する単板のことを指す英語は何でしょう？","ベニヤ","べにや"
"@","道路交通法第2条において「車両が直ちに停止することができるような測度」と定義されている、漢字2文字の言葉は何でしょう？","徐行","じょこう"
"@","発祥の地であるドイツでは「2度焼いたパン」を意味する「Zwieback」とよばれ、幼児の歯固めに使われることもある、小さく薄く切ったパンに混ぜた卵白を塗って2度焼きして造られる洋菓子は何でしょう？","ラスク","らすく"
"@","歌舞伎の台帳に用いられた表記法に由来する呼び名で、演劇の脚本において登場人物の動作や行動などを指示するセリフ以外の部分のことを何というでしょう？","ト書き","とがき"
"@","トマト、ジャガイモ、ピーマンはいずれも何科の野菜でしょう？","ナス科","なす"
"@","同じくエレククトロニック・アーツ社が展開する「タイタンフォール」シリーズとは世界観を共有しているプレイヤーは3人チームを組み、チャンピオンを目指してバトルロワイヤルを繰り広げるFPSゲームは何でしょう？","Apex Legends","えーぺっくすれじぇんず"
"@","市内に「ローランのうた」に登場する英雄ローラントの像や、グリム童話の「音楽隊」の像が立つ、かつてハンザ同盟の主要都市として栄えたドイツ北部の都市はどこでしょう？","ブレーメン","ぶれーめん"
"@","津市は三重県の県庁所在地ですが、大津市はどこの都道府県の県庁所在地でしょう？","滋賀県","しが"
"@","ラグビーでトライが成功したときに入る得点は何点でしょう？","5点","5"
"@","アルファベット3文字で「TKG」と略して呼ばれることもある、ご飯に生卵を絡め、醤油などで味付けして食べられる料理を一般に何というでしょう？","卵かけご飯","たまごかけごはん"
"@","「超音波」「電子」「工学」などの種類がある微弱な物体を視覚的に拡大して肉眼で見えるようにする装置を日本語で何というでしょう？","顕微鏡","けんびきょう"
"@","1936年の第1回はフィンランドのアールフォルスとアメリカのダグラスが受賞した40歳以下の若手数学者に授与され、俗に「数学界のノーベル賞」ともいわれる賞は「何賞」でしょう？","フィールズ賞","ふぃーるず"
"@","その名はギリシャ語の「色」を意味する言葉に由来する、原子番号24、元素記号Crの元素は何でしょう？","クロム","くろむ"
"@","服飾業界などで用いられる女性の「スリーサイズ」が指す人体の三か所の寸法とは、バスト、ウエストとどこでしょう？","ヒップ","ひっぷ"
"@","武道家としては「武天老師」という名で呼ばれている、鳥山明の漫画「ドラゴンボール」に登場する、孫悟空やクリリンの師匠であるキャラクターは誰でしょう？","亀仙人","かめせんにん"
"@","そのファンのことを「6面」という、代表曲に「恋ごころ」「CITRUS」「スターマイン」などがある、エイベックス・マネジメント所属の5人組ダンスボーカルグループは何でしょう？","Da-iCE","だいす"
"@","ペンネームは出身地である北海道の地方名に由来する、代表作「銀魂」で知られる漫画家は誰でしょう？","空知英秋","そらちひであき"
"@","ハンバーガーチェーン・マクドナルドを英語表記したときに大文字になる2つのアルファベットは「M」と何でしょう？","D","D"
"@","「NHK紅白歌合戦」において「野猿」「憲三&ジョージ山本」「とんねるず」と異なるグループで3度の初出場を果たしたことがあるお笑いタレントは誰でしょう？","木梨憲武","きなしのりたけ"
"@","ベンチャー企業の中でも、非上場で資産価値が10億ドルいじょうある企業のことを、ある伝説上の生き物に例えて「何企業」というでしょう？","ユニコーン企業","ゆにこーん"
"@","かつてフジテレビで放送されていたクイズバラエティ番組の名前にも用いられている、英語で「六角形」を意味する言葉は何でしょう？","ヘキサゴン","へきさごん"
"@","中国の「東風5号」やアメリカの「ミニマットマン」「ピースキーパー」などに代表される「大陸間弾道ミサイル」のことをアルファベット4文字の略称で何というでしょう？","ICBM","ICBM"
"@","自動車のギアがどこにも入っていない状態のことを「中立」を意味する英語で何というでしょう？","ニュートラル","にゅーとらる"
"@","前身の大洋ホエールズ時代から合わせて球団史上3人目となるデビューから5年連続2桁本塁打を記録している、ホームランを打った後の「デスターシャ」パフォーマンスでもおなじみの、横浜DeNAベイスターズ所属のプロ野球選手は誰でしょう？","牧秀吾","まきしゅうご"
"@","「カード」は英語由来の言葉ですが、いろはかるたなどの「かるた」は何語に由来する言葉でしょう？","ポルトガル語","ぽるとがる"
"@","英語における動詞の中でも特に、目的語を取るものを一般に「何動詞」というでしょう？","他動詞","た"
"@","元々は「死ぬ間際」を意味し、転じて追い詰められてどうしようもなくなったときの態度が悪いことを「これが悪い」と表現する、漢字3文字の言葉は何でしょう？","往生際","おうじょうぎわ"
"@","面積2,177.61平方kmと日本で最も面積が大きい市である、岐阜県北部の市はどこでしょう？","高山市"
"@","カンガルーなどの有袋類のメスにみられる、育児をするための袋を日本語で何というでしょう？","育児嚢","いくじのう"
"@","江戸時代の三大改革のうち、上米の制、公事方御定書の制定、目安箱の設置などの政策が行われた、将軍・徳川吉宗により主導された改革のことを一般に何の改革というでしょう？","享保の改革","きょうほう"
"@","銀行口座やインターネット上のアカウントが停止して自由に使えなくなることを、水が固まる現象にちなんだ漢字2文字の表現で何というでしょう？","凍結","とうけつ"
"@","中国で「徳国」、日本では「独」などと表記されるヨーロッパの国といえばどこでしょう？","ドイツ","どいつ"
"@","2008年の北京オリンピックに向けたハンドボール競技の予選を通じてこの言葉が日本国内に広く知られることになった、国際的なスポーツイベントにおいて、試合日程や判定が著しくアラブ諸国に有利になることを何というでしょう？","中東の笛","ちゅうとうのふえ"
"@","防衛大学校は神奈川県にありますが、防衛医科大学校はどこの都道府県にあるでしょう？","埼玉県","さいたま"
"@","スポーツや仕事などで厳しい環境をともにする人のことを、軍隊で同じ部隊に属してともに戦った仲間にたとえた漢字2文字で何というでしょう？","戦友","せんゆう"
"@","学校の成績における及第点のことを、それを取った科目の評定がある色で記されることが多かったことから、俗に「何点」というでしょうか？","赤点","あかてん"
"@","街の掃除をしながら「おでかけですか」と声かけ運動を行っている、赤塚不二夫の漫画「天才バカボン」に登場するおじさんといえば「何のおじさん」でしょう？","レレレのおじさん","れれれ"
"@","「大当たり」といった意味の言葉としても使われる、1から75までの数字を抽選で選んでいき、参加者の手元にある数字が書かれたカードの縦・横・斜めのいずれか1列を早く消した人が勝ちとなるゲームは何でしょう？","ビンゴ","びんご"
"@","柔道の試合において、戦いに消極的な姿勢を取ったり、故意に組合を拒否した場合に認定され、3回受けると反則負けとなる軽微な違反のことを何というでしょう？","指導","しどう"
"@","面積が約320平方kmと、一般に世界で最も広い半島とされる、オマーン、イエメン、カタール、アラブ首長国連邦、サウジアラビアが位置する半島はどこでしょう？","アラビア半島","あらびあ"
"@","慣用句で、どんな人でも身なりを整えれば立派に見えるということを「何にも衣装」というでしょう？","馬子にも衣裳","まご"
"@","「北極の近くに位置する島」で生まれ、熱さに弱いことから頭の上には体を冷やすためのプロペラがついている、テレビ番組「ひらけ！ポンキッキ」で初登場して以来、多くのテレビ番組に登場している雪男のキャラクターは何でしょう？","ムック","むっく"
"@","正月に行われる箱根駅伝で、1959年から1964年まで、史上最多となる6連覇を達成した大学はどこでしょう？","中央大学","ちゅうおうだいがく"
"@","1498年にアフリカの喜望峰を回ってインドのカリカットに到達し、ヨーロッパと東洋を結ぶ交易路を開拓した、ポルトガルの航海者は誰でしょう？","バスコ・ダ・ガマ","ばすこ・だ・がま"
"@","1943年に軍需工場の建設工事中に発見され、ここの超レが日本考古学協会の発足の契機となったことでも知られる、弥生自体後期の集落跡とされる静岡市にある遺跡は何遺跡でしょう？","登呂遺跡","とろ"
"@","「正面図」とよばれることもある、立体の投影図のうち真正面から見た図のことを真上から見た「平面図」に対して「何図」というでしょう？","立面図","りつめんず"
"@","1869年の版籍奉還に際して、それまで公卿・諸侯を改める形で生まれ、1947年の日本国憲法施行まで存在した日本の貴族階級を漢字2文字で何というでしょう？","華族","かぞく"
"@","元々は中国の道教で人間贖罪の行事を行う日のことで、転じて日本では世話になった人に対して夏に送る贈り物を指す言葉は何でしょう？","中元","ちゅうげん"
"@","古代朝鮮半島のいわゆる「三韓」とは辰韓国、馬韓と何でしょう？","弁韓","べんかん"
"@","日本語では「ウコン」とよばれる、地下茎がカレー粉やたくあん漬けなどの着色料などとしても用いられる植物を英語で何というでしょう？","ターメリック","たーめりっく"
"@","コーヒーやたばこが原因で歯の表面に付着する着色汚れのことを「汚れ」を意味する英語で何というでしょう？","ステイン","すていん"
"@","面の皮の厚さをある金属にたとえた、厚かましく恥知らずである様子を表す漢字3文字の言葉は何でしょう？","鉄面皮","てつめんぴ"
"@","太陽系惑星のうち、公転周期が最も長い天体は何でしょう？","海王星","かいおうせい"
"@","元々は顔面痙攣などの治療のために開発されたものの、現在は美容整形に用いられることが多い、ボツリヌス菌が作りだす毒素を注射することで筋肉を弛緩させ、しわの軽減や小顔の成形に効果をもたらす注射のことを「何注射」というでしょうか？","ボトックス注射","ぼとっくす"
"@","1973年にリリースされた荒井由美のデビューアルバムのタイトルトラックで、スタジオジブリの映画「風立ちぬ」の主題歌としても使われた曲は何でしょう？","ひこうき雲","ひこうきぐも"
"@","1705年には自然哲学の業績としては初めて「サー」の称号を授与された、著書「プリンキピア」の中で運動方程式や万有引力の法則について述べ、古典力学を体系化したことで知られる、イギリスの物理学者は誰でしょう？","アイザック・ニュートン","にゅーとん"
"@","原ゆらかの児童書シリーズ「かいけつゾロリ」に登場するゾロリは、何という動物でしょう？","キツネ","きつね"
"@","15世紀ごろからヨーロッパ全土で巻き起こった魔術を使ったとされる人々を裁判にかけ処刑した一連の迫害のことを何というでしょう？","魔女狩り","まじょがり"
"@","1982年にシングル「崩黄色のスナップ」でメジャーデビューした、代表曲に「碧い瞳のエリス」「恋の予感」「ワインレッドの心」などがある、ボーカルを玉置浩二が務めるロックバンドは何でしょう？","安全地帯","あんぜんちたい"
"@","大気中の水蒸気が飽和蒸気量に達し、水が凝結しはじめる温度を何というでしょう？","露点","ろてん"
"@","フランス語で「専門」や「特別」といった意味の言葉に由来する、西洋料理でシェフが最も自信を持っている看板料理のことを何という","でしょう？","スペシャリテ","すぺしゃりて"
"@","ドイツなどで行われている、家畜の飼育と飼料作物の栽培を一体化させて行う農業の形式を「何農業」というでしょう？","混合農業","こんごう"
"@","「エル・ゴラッソ」「フットボリスタ」「ストライカー」といえば、何というスポーツを専門に扱う新聞や雑誌でしょう？","サッカー","さっかー"
"@","動物園や水族館などの施設において、普段は入れない関係者以外立ち入り禁止の場所を見学することができるツアーのことを「裏庭」を意味する英語で「何ツアー」というでしょう？","バックヤードツアー","ばっくやーど"
"@","しばしばテレビ局が芸能人に渡す「タッ券」や「タクチケ」といえば、どんな乗り物に乗るときに使うチケットのことでしょう？","タクシー","たくしー","チェスの駒のうち、将棋の角と同じ動きをする駒は何でしょう？","ビショップ","びしょっぷ"
"@","「1人の人間にとっては小さな1歩だが、人類にとっては偉大な飛躍だ」という言葉を残した、アポロ11号の機長を務め、人類で初めて月面に着陸した人物は誰でしょう？","ニール・アームストロング","アームストロング"
"@","イベント会場のシャトルバスなどが代表例である、特定の区間を同じ車両や機体で休みなく往復し、乗客や貨物を連続的に輸送する形態のことを内燃機関の中で往復運動する部品に例えて「何機関」というでしょう？","ピストン輸送","ぴすとん"
"@","日本のノーベル賞受賞者の","出身大学で、福井健一、友永信一郎、利根川進、湯川秀樹らが卒業したのは今の何大学でしょう？","京都大学","きょうと"
"@","Bluetooth通信において2つの機器の間で相互認証を行い、接続できるようにする作業のことを、「2つ1組にする」という意味の英語ｄ絵何というでしょう？","ペアリング","ぺありんぐ"
"@","ポルトガル語で「哀愁」や「切なさ」といった複雑なニュアンスを表す言葉で、ロックバンド・ポルノグラフィティの曲名にもなっているのは何でしょう？","サウダージ","さうだーじ"
"@","ドイツ語で「ゴム」という意味がある、果汁などをゼラチンで固めた菓子は何でしょう？","グミ","ぐみ"
"@","第30回日本アカデミー賞最優秀作品賞に輝いた松雪泰子主演の映画で、福島県いわき市の常磐ハワイアンセンターの誕生から成功までを描いた作品は何でしょう？","フラガール","ふらがーる"
"@","古い呼び名として「大都」「燕都」「燕京」「北平」などがる、源氏アの中国の首都はどこでしょう？","北京","ぺきん"
"@","歌手としても「SHADOWN CITY」「ルビーの指輪」などのヒット曲を持つ、映画「半落ち」「博士の愛した数式」などの主演作で知られる日本の俳優は誰でしょう？","寺尾聰","てらおあきら"
"@","「涙の中にわずかな灯りがともったら」という歌い出しで始まる、フジテレビ系列のドラマ「電車男」の主題歌として起用されたサンボマスターの5枚目のシングルは何でしょう？","世界はそれを愛と呼ぶんだぜ","せかいはそれをせかいとよぶんだぜ"
"@","サバやマグロなどに含まれる不飽和脂肪酸である「DHA」の正式名称は何でしょう？","ドコサヘキサエン酸","どこさへきさえんさん"
"@","野球で先発投手が勝ち投手となるためには、原則として何イニング以上投球する必要があるでしょう？","5イニング以上","5"
"@","「Lifestyles of Health and Sustainability」の略語で、1990年代後半にアメリカで生まれた概念を由来とする、健康と地球環境に高い関心を持った生活様式のことを指す言葉は何でしょう？","LOHAS","ろはす"
"@","本来は魚は勢いよく飛び跳ねる様を指した言葉で、現在は元気がいい様子を意味する熟語は何でしょう？","溌剌","はつらつ"
"@","「西暦2900年の月面コロニーにおける巨大企業」という設定である、バラエティ番組「逃走中」や「戦闘中」において、一連のゲームを主催している架空の企業は何社でしょう？","クロノス社","くろのす"
"@","2020年には竜星涼と犬飼貴丈の主演により実写映画化されている、主人公の北原伊織とその仲間たちがダイビングサークルで過ごす日常を描いた、原作・井上堅二、作画・吉岡公威による漫画は何でしょう","？","ぐらんぶる","ぐらんぶる"
"@","日本語では協奏曲と訳される器楽曲の一種をイタリア語では何というでしょう？","コンチェルト"
"@","その技名は日本テレビの「日本プロレス中継」を通じて一般公募され、技をかけている様子がある漢字に似ていることから名付けられた、相手の首と肩と脇腹を同時に絞める、アントニオ猪木が使い手として知られるプロレスの技を何というでしょう？","卍固め","まんじがため"
"@","ゲーム「ポケットモンスター赤・緑」において、最初の一体として選び、オーキド博士からもらえる3種類のポケモンとは「フシギダネ」「ヒトカゲ」と何でしょう？","ゼニガメ","ぜにがめ"
"@","ボクシングのリングで、赤コーナーでも青コーナーでもない角を、「中立の」という意味の英語から「何コーナー」というでしょうか？","ニュートラルコーナー","にゅーとらるこーなー"
"@","開業当時から2020年まで使用された後ろ足で立ち上がるライオンのエンブレムで有名な、現在シトロエンやイタリアのフィアットなどとともに「ステランティス」を構成しているフランスの自動車メーカーは何でしょう？","プジョー","ぷじょー"
"@","美術品や刀剣などの鑑定書のことを、二つ折りにした公文書を指す言葉から転じて何とよぶでしょう？","折り紙","おりがみ"
"@","気体や液体中を浮遊する微粒子が、熱運動をする周囲の分子の衝突を受けて不規則に運動する現象のことを、これを発見した植物学者の名前から「何運動」というでしょう？","ブラウン運動","ぶらうん"
"@","和歌の表現技法の1つで、古歌のイメージを反映させるために、すでにある歌の一部をとって新たな歌を詠む技法を何というでしょう？","本歌取り","ほんかどり"
"@","愛称を「ジズー」という、マルセイユ・ルーレットとよばれるドリブルの技術で知られるフランスの元サッカー選手で、監督としてレアル・マドリードを率いてUEFAチャンピオンズリーグ3連覇を達成したのは誰でしょう？","ジネディーヌ・ヤジット・ジダン","じだん"
"@","レオナルド・ディカプリオを憧れの人に挙げており、自身のYouTubeでは「Leo」という名前を使うことも多い、アイドルグループ・Hey!Sey!JUMPのメンバーは誰でしょう？","山田涼介","やまだりょうすけ"
"@","米津玄師の楽曲名にもなっている、チェンソーや丸鋸などの工具を使用中に固いものや材料にはまり込むことで工具が勢いよく作業者側に跳ね返る現象を英語で何というでしょう？","キックバック","きっくばっく"
